id,symptom
2181,thyroid; deficiency
2181,Underactive thyroid
2181,Hypothyreosis
2181,Thyroid activity decreased
2181,Low T4
2181,Hypothyroidism
2181,thyroid; insufficiency
2181,hypothyroid
2181,subthyroidism
2182,life changes
2182,Change of life
2182,climacteric female
2182,Change of life
2182,Menopause
2182,The change
2182,climacteric
2182,Menopausal state
2182,Menopausal
2182,Female climacteric
2185,Extensive computer use
2186,Coronary angiography with coronary arteritis
2187,Intracraneal angiography with vasculatis
2188,Bronchoalveolar lavage with eosinophilia
2189,Bronchoalveolar lavage with haemorrhage
2190,Gastric biopsy with eosinophil infiltration
2191,Electromyography: Peripheral multiple mononeuropathy
2192,Symetrical polineuropathy on electromyogram
2193,Asymetrical polyneuropathy on electromyogram
2194,Lumbar radiculopathy on electromyogram
2195,Nasal eosinophils present
2197,itchy on palm of hand
2197,itchy palms
2197,Itchy palm
2197,Palmar pruritus
2197,itchy hand palms
2198,pruritus of soles
2198,itching foot
2198,soles pruritus
2198,Soles pruritus
2198,itching of soles
2199,genital itching
2199,genital itch
2199,Pruritus of genitalia
2199,Pruritus of genital organs
2199,Pruritus genital
2200,pruritus of oropharynx
2200,mouth itching
2200,Pruritus of oral soft tissues
2200,oropharyngeal itching
2200,pharyngeal pruritus
2200,pruritos of the pharynx
2200,pharyngeal itching
2200,itching of the palate
2200,itching of the pharynx
2200,mouth itch
2200,mouth pruritus
2200,pruritus of the mouth
2200,Itching mouth
2200,oral itching
2200,Oropharyngeal pruritus
2200,pruritus of the palate
2200,Oral pruritus
2200,palate pruritus
2201,CT thorax with unilateral pleural effusion
2202,CT thorax with bilateral pleural effusion
2203,Bronchoalveolar lavage with lymphocytes
2204,Bronchoalveolar lavage with neutophils
2205,Taste sense altered
2205,Things taste abnormal
2205,TasteDistorted
2205,Gustatory alteration
2205,Alteration in taste
2205,Altered sense of taste
2205,rndx gustatory alteration
2205,Dysgeusias
2205,Adverse taste perception
2205,Dysgeusia
2205,Taste changed
2205,Taste abnormality
2205,taste impairment
2205,Taste perversion
2205,Things taste peculiar
2205,Taste changes
2205,Taste sense altered (finding)
2205,Taste disturbance
2205,Taste alteration
2205,Perversion of sense of taste
2205,Parageusia
2205,Disordered taste
2206,Nucleic acid amplification test for SARS-COV-2 virus positive
2207,SARS-COV2 antigen positive
2209,Enzyme immunoassay for HIV positive
2210,HIV viral load positive
2211,CT thorax: interlobular septal thickening
2212,CT thorax: Nodules
2213,CT thorax: enlarged mediastinal lymph nodes
2214,CT thoracic scan suggesting alveolar hemorrhage
2215,Anti CMV IgM
2216,IgG avidity test: low binding strenght
2217,Heterophile antibodies for EBV
2218,EBV IgM viral capsid antibodies
2219,EBV IgG Viral capsid antibodies
2220,PCR for EBV DNA
2221,Taste loss
2221,Impaired taste sensation
2221,Ageusia
2221,Gustatory anesthesia
2221,unable to taste
2221,Loss of taste
2221,taste absent
2222,CT sinus scan
2222,CT scan of paranasl sinuses with nasal polyps and chronic sinusitis
2224,Ulcers in genital areagenital ulcers
2224,sores in genitals
2224,genital sores
2227,Nuchal Rigidity
2227,Nucchal rigidity
2227,RigidityNuchal
2229,Skin Vesicle painful
2230,Vesicles: itching
2232,Acute lymphadenitis of groin
2232,Acute lymphadenitis of inguinal lymph nodes
2233,IgG anti HSV-2 positive in blood or lesion scrapings
2234,PCR for HSV DNA  Positive in vesicle fluid or CSF
2235,Inflammatory urethral exudate
2236,Lymphocytosis in the cerebrospinal fluid
2236,CSF: lymphocytosis (finding)
2236,CSF: lymphocytosis
2236,CSF: examination lymphocytosis.
2236,Cerebrospinal fluid lymphocytosis (finding)
2236,Cerebrospinal fluid: lymphocytosis (finding)
2236,Cerebrospinal fluid (CSF) lymphocyte population increased
2236,CSF: lymphocytosis (situation)
2236,Cerebrospinal fluid (CSF) lymphocytosis
2236,CSF lymphocytic pleiocytosis
2236,CSF lymphocytosis
2236,Cerebrospinal fluid: lymphocytosis
2237,Viral culture for herpes virus type 2
2238,PCR for HSV-2 DNA in blood Positive
2240,Personal history of cystic fibrosis
2241,Skin prick test for Aspergillus POSITIVE
2242,Elevated serum IgE > 1000
2243,Aspergillus serum specific IgG positive
2244,RAST aspergillus
2244,Aspergillus serum specific IgE: POSITIVE
2246,Personal history of allergic bronchopulmonary spergillum
2247,Aspergillus serum specific IgM positive
2248,CT thorax: central bronchiectasis
2249,CT thorax: bronchial mucus plugs
2250,CT thorax:  patchy infiltrates
2251,Personal history of food allergy
2252,Personal history of allergic conjunctivitis
2253,Food impactation
2255,Upper endoscopy with esophageal rings
2256,Upper endoscopy with esophageal strictures
2257,Upper endoscopy with Furrowus
2258,Upper endoscopy with exudate
2259,Upper endoscopy with mucosal esophageal edema
2260,Single esophageal biopsy showing eosinophils
2261,3 Esophageal specimens biopsy showing eosinophils
2262,6 Esophageal specimens biopsy showing eosinophils
2263,growth failure
2263,Failure to Thrive
2263,FTT - failure to thrive
2263,Atraso Ponderal
2263,Faltering growth
2263,falta de progreso
2263,defective; thrive
2264,Halitosis (bad breath)
2265,Specific IgE for food allergens: Positive
2265,Rast for food allergens
2266,Feeding refusal
2267,Sting;insect
2267,Insect Sting
2267,insects stinging
2268,Sting by hymenoptera
2268,Sting by hymenoptera.
2269,Wasp venon sting
2272,Large hive at sting site
2273,Papule Itching at site of hymenoptera sting
2274,Pain in sting site
2275,Swelling in site of sting
2276,Erythema in site of sting
2277,Erythema in site of sting >10 cm
2278,Swelling in site of sting > 10 cm
2279,Warts in genitals
2280,Papules in genitals persisiting longer than 48 hrs
2281,Genital pain
2282,Vagina painful
2282,pain vaginal
2282,Vaginal pain
2282,Pain in vagina
2283,urethral discomfort
2283,penis discomfort
2283,pain in the penis
2283,Pain in penis
2283,Penile pain
2286,Itching;vaginal
2286,Pruritus;vagina
2286,Pruritus of vagina
2289,Genital bleeding
2290,Warts in vagina
2291,Penile warts
2292,Warts in glande
2293,Warts in vulva
2294,Warts perianal
2295,Warts in pennil shaft
2296,Warts in scrotum
2297,Warts in urethra
2298,Cervix warts
2299,Warts in multiple genital areas
2301,Colposcopy: acetic acid opacifies the thickened epithelium in contrast to the surrounding normal skin or mucosa
2302,Pap smear with cell changes suggestive or HPV
2303,Nucleic acid detection test for the presence of human papillomavirus
2304,speech impairment
2304,Dysphasia (language impairment)
2304,speech disorder
2304,language disorder
2305,Memory LossAnterograde
2305,Anterograde Memory Loss
2305,Anterograde memory impairment
2305,Anterograde amnesia
2305,Anterograde Memory Losses
2305,AmnesiaAnterograde
2306,Comprehension impairment
2308,Judgement impairment
2309,Reasoning deficit
2310,Visuospatial skills deficit
2311,Social withdrawal
2312,Disinhibition
2313,Wandering
2314,Insidious onset
2315,Progressive impairment
2316,Low cerebrospinal fluid Abeta42
2317,High cerebrospinall fluid total tau
2318,Brain amyloid PET: plaques in brain
2319,CT brain: loss of brain masshippocampus disproportionately atrophied
2320,MRI volumetric brain: loos of brain masshippocampus dysproportionately atrophied
2321,Fluorodeoxyglucose FDG-PET: hyometabolism
2322,SPECT: beta amyloid (Aβ) deposits and neurofibrillary tangles (NFTs) of abnormal hyper phosphorylated tau protein forming interneuronal plaques
2323,Mini mental test: < 24 points
2325,Eosinophilic ascites.
2327,Specific IgE for hymenoptera venom. RAST Positive
2327,RAST hymenoptera
2328,Skin prick test and  intradermal test POSITIVE to hymenoptera extract
2329,Nose sensitive to changes in ambient temperature or weather conditions
2332,Rash when treated with ampicillin
2334,Hives that last less than 48 hrs for MORE than 6 weeks
2335,Positive Monotest
2336,Hepatic failure
2337,Hypernatremia
2338,Hyperthyroidism
2339,VDRL Positive
2340,Aseptic meningitis
2341,Leptospira agglutination test Positive
2342,Leptospira antibody IgM positive
2343,PCR for Leptospira DNA Positive
2344,Weil´s disease
2345,CT of abdomen with contrast: ascites
2346,CT of abdomen with contrast:  bowel wall thickening
2347,Upper endoscopy with gastric erosionserythemafold thickeningnodules and ulcers
2348,pedal
2348,Pes
2348,foot
2348,FOOT
2348,Pedal
2348,Foot structure
2348,Foot structure (body structure)
2348,FootNOS
2348,feet
2348,Terminal segment of free lower limb
2348,Foot
2348,Skin of foot
2348,Feet (Anatomy)
2348,pes
2348,Feet
2349,Dermatitis affecting palm and fingers of the hands
2350,Dermatitis affecting dorsum and fingers of the hand
2351,hand digit
2351,Digit of hand structure (body structure)
2351,Fingers including thumb
2351,Fingers (Anatomy)
2351,FingerNOS
2351,digit hand
2351,digits hand
2351,Finger structure (body structure)
2351,Set of fingers
2351,anatomy finger
2351,ForedigitNOS
2351,Skin of fingers
2351,Digit of hand
2351,Digitus manus
2351,Digiti manus
2351,Set of digits of hand
2351,FINGER
2351,Digits of hand
2351,Fingers
2351,fingers
2351,finger
2351,Finger structure
2351,Finger
2351,Digit of hand structure
2351,Fingers set
2352,Dermatitis affecting entire hand
2353,Dermatitis due to contact with chemicals
2354,Dermatitis of the hand/s seasonal aggravation
2355,Fissure in skin
2355,Fissure in skin (disorder)
2355,Cracks in skin
2355,Rhagades
2355,splits in skin
2355,Skin fissura
2355,skin splitting
2355,skin crack (symptom)
2357,Hyperkeratotic plaques in hands
2358,CT brain: stroke sequelaemicroangiopathyhippocampal atrophy
2359,Brain MRI: stroke sequelaemicroangiopathyhippocampal atrophy
2360,Abn involun movement NEC
2360,Abnormal involuntary movements
2361,hyperpigmented lesion
2361,darkening skin lesion
2361,Lesion;skin;pigmented
2361,Pigmented skin lesion
2361,lesions pigmented skin
2362,Torso
2362,truncus
2362,trunk
2362,Truncus
2362,Structure of trunk
2362,trunk [body]
2362,Trunk structure
2362,Skin of the trunk
2362,Torsos
2362,TrunkNOS
2362,torso
2362,TRUNK
2362,Trunk structure (body structure)
2362,Structure of trunkunspecified
2362,Trunk
2363,Symptom onset age before 10 years old?
2363,Age Symptom Started before 10 years old
2363,Age of onset of symptoms before 10 years old
2364,Skin lesions on head and neck
2365,Skin lesions on upper extremities
2366,Skin lesions on lower extremities
2367,Vesiculation of skin  lesion after trauma
2369,Flushing and/or hives triggered by viral infection?
2370,Triggered by food ingestion
2373,Skin biopsy with mast cell infiltrate
2374,Mast cell infiltrate in bone marrow aspirate
2375,Mutation in c-Kit on skin biopsy
2376,Hives in skin lesions after rabbing ( Darier sign)
2376,Darier's sign
2378,Cutaneous plaques
2378,Cutaneous patch (morphologic abnormality)
2378,Cutaneous plaque
2378,Skin Plaque
2378,Cutaneous plaque/s
2378,skin patches
2378,Plaque
2378,Plaque Lesion
2378,skin plaques
2379,Flatdiscolored area of skin
2379,skin spot
2379,Macules and/or patches
2379,Skin spots
2380,Skin lesions on the first year of life
2385,Hemorrhagic blisters
2385,blood blister
2385,bloody blister
2386,Ephelides
2386,Sun spots
2386,Freckles
2387,Hyperpigmented papule
2390,History of contact with known cases of scabies
2391,Burrows in skin
2394,Handheld dermoscopy: visualisation of the curvilinear scaly burrow dark triangular structure corresponding to the pig-mented head and anterior legs of the scabies mite
2395,Reflectance confocal microscopy
2396,Skin scraping
2397,Lesions produced by scratching
2398,Vesicles affecting wrist ankles and in between the fingers
2399,Vesicles affecting axillae
2400,Vesicles affecting the torso
2401,Vesicles affecting groins
2402,Vesicles affecting buttocks
2403,Vesicles affecting genitals
2404,Vesicles affecting breast in women
2405,Vesicles affecting palms
2406,Vesicles affecting soles
2407,Vesicles affecting the head
2408,Skin biopsy: Scabies
2409,Antirejection Therapy
2409,preventive medicine immunosuppressive therapy
2409,Immunosuppressive Therapy
2409,immune suppression
2409,artificial immunosuppression
2409,Therapeutic immunosuppression
2410,Hyperkeratotic
2411,Cutaneous erythematous plaques afecting the torso
2411,plaques
2415,Hyperkeratotic plaques in soles
2416,HYPRPP
2416,Hyperhidrosis Palmaris Et Plantaris
2416,Hyperhidrosis of palms and soles
2416,Primary focal hyperhidrosis of palm of hand
2416,Excessive sweating of palms and soles
2416,Hyperhidrosis (palms and soles)
2416,Excessive perspirations of palms and soles
2416,Palmoplantar hyperhidrosis (disorder)
2416,Palmoplantar hyperhidrosis
2417,Patch test: positive
2418,Skin biopsy: dyshidrosis vesicle in epidermis spongiosis no signifficant inflammatory change
2419,Skin biopsy: eczema (spongiosis acanthosis parakeratosis infiltration by lymphocytes while dermis show vascular dilatation and lymphocytic infiltration)
2420,Personal history of urticaria pigmentosa
2421,History of anaphylaxis
2422,Tryptase elevated over 200 ng/ml
2423,Mutation in c-Kit in Bone Marrow
2424,Bone Marrow Mast Cell immunophenotype (flow cytometry) CD2 positivity
2425,BM MC immunophenotype (flow cytometry) CD25 positivity
2427,Hypersplenism
2428,Pathological fractures
2429,Bone marrow biopsy: mast cell infiltrate >5 % and < 20% of neoplatic mast cells
2430,Myeloid neoplasm
2431,Lymphoma
2432,Myeloma
2433,Chronic lymphocytic leukemia
2434,CBC neoplastic blood mast cells less than 10 %
2435,Bone marrow biopsy: neoplastic mast cell infiltrate of more than 20%
2436,CBC neoplastic blood mast cells more than 10%
2437,Recent visit to a malaria area
2437,Recent travel to a malaria region
2437,Malaria is endemic in recent area visited
2438,Paroxistic fever
2438,Fevers (fever that comes and goes)
2439,Hypoglycemia
2439,Hypoglycaemic syndrome
2439,Hypoglycemic disorder (disorder)
2439,blood sugar; low
2439,low glucose
2439,Low blood sugar
2439,Hypoglycemic syndrome
2440,Difficulty articulating speech
2440,Dysarthria
2440,speech articulation dysarthria
2441,Spasticity
2442,Hyperreflexia
2443,Infiltrated solid tumor of highly atypical mast cells
2444,Bone deformities
2444,bone; deformity
2444,Deformity of bone
2445,Ringing in ear
2445,ear noise
2445,Noises in head
2445,Ear noises
2445,Ear ringing
2445,Noises in ear
2445,Tinnitus
2445,Ringing-Buzzing-Tinnitus
2445,ear; murmur
2446,X Ray of pelvic bones with Paget's disease
2447,X Ray of multiple bones with Paget's disease features
2447,Polyostotic Paget's disease bone affection
2448,X Ray of vertebral bone with Paget's disease
2449,X Ray of femur bones with Paget's disease
2450,X Ray of skull / face bones with Paget's disease
2451,X Ray of tibia and fibula bones with Paget's disease
2452,Secondary osteoarthritis
2453,Increased bone specific alkaline phosphatase
2454,Bone scintigraphy
2455,Mast cell sarcoma of bone
2456,Mast cell sarcoma of digestive tract
2457,Mast cell sarcoma of lymph nodes
2458,Mast cell sarcoma of skin
2459,Mast cell sarcoma of the spleen
2460,Mast cell sarcoma of the liver
2461,Mast cell sarcoma metastatic
2462,Mast cell sarcoma progressive to mast cell leukemia
2463,Pseudobulbar affect
2464,low haptoglobin
2464,Haptoglobin low
2464,Haptoglobin Decreased
2465,Reticulocytosis
2465,Increased number of immature red blood cells
2465,Reticulocyte count above reference range
2465,RBC's - reticulocytes present
2465,Increased immature red blood cells
2465,Increased reticulocytes
2465,Increased reticulocyte count
2466,Malaria smear
2467,Malaria antigen detection test
2468,Mood lability
2468,Emotionally labile
2468,Unstable mood
2468,Mood Lability
2468,Change in mood
2468,emotional lability (symptom)
2468,Mood alterations
2468,Mood variable
2468,Mood altered
2468,Emotional lability
2468,Mood swings
2468,Mood swings (finding)
2468,Unstable mood (finding)
2468,Variable mood
2468,Changeable mood
2468,Emotional instability
2468,Instability emotional
2468,Altered mood
2468,Lability emotional
2470,Urticaria appearing within hours after pressure (sitting walkingstanding performing manual activities carrying backpack)
2470,Hives appearing within hours after pressure (sitting walkingstanding performing manual activities carrying backpack)
2472,hives 4 to 6 hr hr after pressure applied.
2472,Dermographometer test: urticaria 4 to 6hr after pressure applied
2473,Provocation technique: Urticaria pressure test: hives appearing minutes to hours later at pressure site
2474,Personal history of chronic urticaria
2476,Cold induced anaphilaxis
2477,Cholinergic urticaria
2478,Ice cube test
2479,Urticaria appearing in areas covered with light color clothing when exposed to sun
2479,Hives appearing  in areas covered with light color clothing when exposed to sun
2481,Normal neurological exam: exclude cranial nerve palsy strenght sensory or cerebellar deficit
2482,Normal head CT scan: exclude Intracerebral haematoma subural haematoma epidural haematoma cerebral contusion haemorrhagic contusion penetrating traumatic brain injury subarachnoid haemorrhage
2483,Normal Brain MRI: exclude diffuse axonal injury microhaemorrhage
2484,Hyperacusis
2485,Personal history of primary syphilis
2486,Chancre
2486,Chancre caused by Treponema pallidum
2486,Primary syphilis - chancre
2486,Syphilitic chancre
2487,Palmar surface
2487,Skin of the palm
2487,hand palm
2487,Palmar Region
2487,Handvolar
2489,Condyloma latum
2490,Secondary syphilitic hepatitis
2491,Secondary syphilitic meningitis
2492,Deafness
2493,Periostitis
2494,Non treponemal test (VDRL)
2495,FTA-ABS test
2496,TPPA Treponema pallidum Particle agglutination
2497,Enzyme immunoassay for syphilis
2498,Extragenital chancre
2500,Multiple genital chancres
2502,Plantar pain.
2502,pain plantar
2503,Personal history of immundeficiency
2504,Pain on lateral plantar compression
2505,Pain on direct plantar compression
2506,Hyperkeratinized plantar papule with swelling of the soles
2507,Single hyperkeratinized plantar papule
2508,Multiple hyperkeratotic plantar papules
2509,Small black plantar dots
2510,Hyperkeratinized plantar papule affecting the heel and metatarsal heads
2511,Hyperkeratinized plantar papule interrupting the dermal glyphics
2512,Dermoscopy: small dotted hemorrhagic structures corresponding to thrombosed vessels visible in the context of whitish or yellowish papillae which interrupt cutaneous dermatoglyphics
2513,Biopsy of skin: wart
2514,HPV DNA Low and high risks genotypes
2515,Papules: firm brown with rough surface
2516,Papules: smooth well circunscribed
2517,Papules: itchy firm brown with rough surface
2518,Firm brown papule with rough surface affecting hands
2519,Firm brown papule with rough surface affecting the trunk
2520,Firm brown  with rough surface papule  affecting the head
2521,Firm brown papule with rough surface affecting the limbs
2522,Dermoscopy: grouped papillae with dotted or loop vessels and/or hemorrhagic points and lines often surrounded by a whitish halo
2524,SPECT:hypometabolism with abrupt margins in the territory of either the anterior middle or posterior cranial arteries hypometabolism in parietotemporal association cortex posterior cingulate cortex entorhinal cortex and hippocampus
2525,Dengue is endemic in a recent area visited
2526,Bleeding;gums
2526,Gingival bleeding
2526,Hemorrhage gingival
2526,Bleeding gums
2526,gums bleeding
2526,Gingival Hemorrhage
2526,gum bleed
2527,PCR for dengue virus
2528,Anti Dengue virus IgM
2529,Dengue Virus NS1 Antigen
2530,Anti Dengue virus IgG
2531,tooth pain
2531,Dentagra
2531,Odontalgia
2531,Toothache
2531,Pain in tooth
2532,Inflammation of gum
2532,Inflamed gums
2532,Gingivitis1
2532,Gingivitides
2532,Gingival inflammation
2533,Trismus
2533,Pain of muscles of mastication
2533,Lockjaw
2534,Jaws panoramic Rx: abscess
2535,Dental abscess culture: positive (usually steptococcus)
2536,CT jaws: abscess
2537,Do your eye symptoms improve with antihistamines drugs? (drugs for allergy)
2537,Improvement of conjuctival symptoms with antihistamines
2538,Prick test positive to d farinae
2538,D. Pteronyssinus ++++
2538,Prick test positive to cat
2538,prick test positive to dog
2538,Prick test positive to perennial allergens
2538,prick test positive to cat dander
2538,Prick test positive to d pteronyssinus
2541,Skin biopsy with basal or intraepithelial acantholysis
2542,Skin biopsy with positive direct immunofluorescence IgG in the epidermis
2543,Skin biopsy with positive direct Immunofluorescence C3 in the epidermis
2544,Elisa anti desmoglein 1 antibody
2545,Elisa anti desmoglein 3 antibody
2546,Nikolsky sign
2546,nikolsky's sign
2549,erosion; esophagus
2549,Esophageal erosions
2549,Erosion of esophagus
2549,Oesophageal erosion
2550,Anal blister
2550,Anal blisters
2556,Autonomic disfunction
2557,Visual hallucinations
2558,Conjunctivitis
2558,Conjunctiva inflamed
2558,Inflammation of conjunctiva
2558,Pink Eye
2559,Trichiasis
2560,Entropion
2561,Symblepharon
2562,Ankyloblepharon
2563,Conjunctival fornix shrinkage
2564,Corneal keratinization
2566,Corneal epithelial defects
2569,Conjunctival scarring
2570,Corneal opacity
2571,Conjunctival biopsy with positive direct immunofluorescence for Ig and/or C3 at basal membrane
2572,Personal history of Stevens Johnson syndrome
2573,Loss of palisades of Vogt (corneoscleral limbus)
2574,CT brain normal (without stroke sequelae severe mycroangiopahty brain tumor)
2575,Brain MRI: normal or brain atrophy (without stroke sequelae severe mycroangiopahty brain tumor)
2576,Polysomnography: REM sleep without atonia
2577,Brain dopamine transporter SPECT: absent dopamine transporters in putamen reduced in caudate nucleus
2578,Brain perfussion SPECT: occipital hypoperfusion
2580,onychoptosis
2580,OHM - Onychomadesis
2580,Claw slough
2580,Loss of nails
2580,Spontaneous shedding of nail from nail matrix
2580,Complete loss of nails
2580,Claw sloughed
2580,loss nail
2580,Nail slough
2580,Onychomadesis
2580,Nail Loss
2580,Nail sloughed
2580,onychomadesis was noted
2581,Infected nailfold
2581,Nailfold infected
2581,Paronychitis
2581,Perionychia
2581,Paronychia
2581,Nail bed inflammation
2583,Personal history of leukemia
2584,Personal history of lymphoma
2586,Enlarged thymus
2587,CT Thorax: Obliterative bronchiolitis
2588,Skin biopsy with eosinophilic spongiosis
2589,Pemphigoid: Elisa anti BP180
2591,Pleuralgia
2591,Pleural pain
2591,Pleurodynia
2591,Pleuritic pain
2591,pleura; pain
2592,PCR analysis: LEGIONELLA POSITIVE
2593,Legionella urinary antigen: POSITIVE
2594,Sputum culture for legionella
2595,Bronchoalveolar lavage with legionella
2596,sputum Legionella pneumophila antibody assay by DFA: POSITIVE
2596,sputum Legionella pneumophila antibody assay by DFA
2596,sputum Legionella pneumophila antibody detection by direct fluorescent antibody
2597,Legionella sp Ab.IgM
2597,Legionella sp IgM
2597,Legionella IgM
2597,Legionella sp Antibody.immunoglobulin M
2597,Anti-Legionella IgM: POSITIVE
2597,Immunoglobulin M antibody to Legionella
2598,burning of the skin
2598,tickling of the skin
2598,Tingling of the skin
2598,Paresthesia of the lip unilateral
2598,buzzing of the skin
2599,Tenderness of the lip unilateral
2600,Pain in the lip unilateral
2601,Pruritus of the lip unilateral
2603,blister in lips
2603,Vesicle of lip
2603,lips blisters
2603,Lip vesicle
2603,vesicle on lip
2604,Crusts in the lip unilateral
2605,Lip skin ulcers unilateral
2606,PCR Herpes virus DNA in saliva
2607,Anti Herpes virus 1 IgG
2608,Shoulder girdle pain
2608,Pain of shoulder girdle
2608,Joint pain in both shoulders
2609,Bilateral hip pain
2611,Shoulder limit range of motion
2612,Hip limite range of motion
2613,Multiple Erythema migrans
2614,Migratory arthralgia
2615,Ultrasound: at least one shoulder with subdeltoid bursitis biceps tenosynovitis or glenohumeral synovitis
2616,Ultrasound: both shoulders with subdeltoid bursitis  biceps tenosynovitis or glenohumeral synovitis
2617,Ultrasound: at least one shoulder with subdeltoid bursitis or biceps tenosynovitis
2619,Ultrasound: both shoulders with subdeltoid bursitis or biceps tenosynovitis
2620,Ultrasound: at leas one hip with synovitis or trochanteric bursitis
2621,Ultrasound: both hips with synovitis or trochanteric bursitis
2622,Ultrasound: at least one shoulder with subdeltoid bursitis or biceps tenosynovitis and one hip with hip synovitis or trochanteric bursitis
2623,Family history of amyotrophic lateral sclerodid
2624,Limb paresis
2624,bilateral limb paresis
2624,bilateral limb weakness
2624,Weakness of limbs
2624,limb weakness (paresis)
2624,Weakness of limb
2624,extremity weakness
2624,limb paresis
2624,Limb muscle weakness
2624,Muscle weakness of limb (finding)
2624,limb weakness (symptom)
2624,Weakness of limb (finding)
2624,limbs weakness
2624,extremities weakness
2624,Muscle weakness of limb
2624,Loss of power in limb
2624,Weakness in extremity
2625,muscle; loss
2625,Atrophy (Muscular)
2625,Amyotrophy
2625,Muscular Atrophy
2625,Wasting - muscle
2625,Muscle thinning
2625,AtrophiesMuscular
2625,AmyotrophiaNOS
2625,Amyotrophia
2625,Atrophy;muscular
2625,muscular atrophies
2625,loss; muscle
2626,Muscular fasciculation
2626,Spontaneous contraction of muscle
2626,Muscle twitch
2626,muscle flutter
2626,Fasciculation
2626,Flickering muscles
2626,Writhing muscles
2626,Muscle Twitching
2628,Pathological laughing and crying
2630,Frontotemporal dementia
2632,Genetic testing: SOD1 mutation positive
2633,Genetic testing: C9ORF72 mutation positive
2635,Mouth ulceration
2635,Mouth sore
2635,Oral Ulcer
2636,Pain mouth
2636,Oral cavity pain
2636,Mouth pain
2636,Oral pain
2636,Painful mouth
2636,Pain in oral cavity
2636,Pain oral
2637,Ana + antids dna
2638,Prick test
2638,Skin prick test NEGATIVE
2638,SPT
2638,epicutaneous test
2638,prick testing
2638,Allergy Skin Prick Test
2641,Increased urine output (finding)
2641,frequentfull-bladder emptying (polyuria)
2641,Polyuric state
2641,Passes too much urine
2641,Urine output high
2641,Polyuria
2641,Urine volume increased
2641,Diuresis excessive
2641,frequent emptying of full-bladder
2642,CSF oligoclonal bands present
2643,Visual evoked potentials: prolonged P 100 latency.
2644,Brain MRI: periventricularyuxtacortical and/or infratentorial white matter lesions
2645,Spinal cord MRI: inflammatory demyelination atrophy
2646,CSF: Elevated IgG index
2647,Neurological exam abnormal
2649,Cardiomyopathy
2650,Myopericarditis
2651,Lymphocytic meningitis
2652,Cranial neuropathy (facial palsybilateral)
2653,MyelopathyInflammatory
2653,Myelitis
2653,Inflammatory Myelopathies
2653,Inflammation of spinal cord
2653,Myelitides
2653,Spinal Cord Inflammation
2655,Nodule: single bluish red
2656,Borrelia  ELISA/IFA  +IgM Western Blot (first 2 weeks)
2657,ELIS/IFA +IgM Western Blot (3-4weeks) for Borrelia
2658,Borrelia ELISA/IFA +IgG Western blot (4-8 weeks)
2659,Borrelia VlsE1/pepC10 IgG/IgM test followed by second ELISA
2660,PCR positive for Borrelia DNA in skin biopsy
2661,Blood culture positive for borrelia
2662,CSF antiborrelia antibody testing
2663,CSF PCR for borrelia: positive
2664,Skin biopsy: Lymphocytoma cutis
2693,Provocation technique: Wet cloth 20 minutes provocation test positive
2694,Hives onset within minutes of contact with water
2694,UrticariaAquagenic
2694,Urticaria aquagenic
2695,Hives onset within minutes of rubbing the skin
2695,Skin writing
2695,Ebbecke's reaction
2695,Dermatographism
2695,Autographism
2695,Urticaria onset within minutes of rubbing the skin
2696,Light urticaria
2696,Hives onset within minutes after expusure to sun light
2696,Photosensitivity urticaria
2696,urticaria; sunshine
2696,Urticaria light
2696,Sunlight-induced angio-oedema-urticaria
2696,Photogenic urticaria
2696,Solar urticaria
2697,Acrodermatitis chronica atrophicans
2698,Synovial fluid PCR Borrelia Positiv
2699,Tick bite
2700,Erythema migrans
2702,New medication initiated in the last 2 to 90 days
2703,Personal history of drug therapy: reaction appears in less than 2 days of drug intake
2705,Neutrophils > 7000
2708,Skin biopsy: Spongiform corneal or intradermal pustules in biopsy
2709,Inflammation of lip
2709,Cheilitis (Inflamation of the lips)
2709,inflammation lips
2710,Non erosive pustular oral lesion
2711,Pustules only over flexural sites
2712,Pustules over an erythematous base
2719,Aseptic pustule
2720,Pustules or erythema cover >90% of body surface
2721,new treatment
2721,New medication commenced
2721,started new drug therapy
2721,new drug initiated
2724,Ebola viral  RNA detected by PCR
2725,Chest x ray with miliary pattern of TBC
2726,Blindness night
2726,Vision loss night
2726,Nyctalopia
2726,Difficulty seeing at night
2726,Poor night vision
2727,Choriretinal degeneration
2728,Retinal pigment epithelium (RPE) hypopigmentation
2729,Köbner phenomenon
2729,Isomorphic response
2729,Koebner
2729,isomorphic response
2730,Patch of white hair
2730,White patch
2730,Poliosis
2730,Localized hair depigmentation
2733,Pigmentation on the anterior chamber of the eye
2734,Thyroid autoimmune disease (concomitant): thyroid autoantibodies positive
2735,Alopecia Areata (concomitant)
2736,Nevus halo (concomitant)
2737,Wood's lamp: hyochromic areas
2740,Biopsy of skin: vitiligo.
2741,Macule: multiple  erythematous lesions
2743,Macules and/or patches:  2 to 5 lesions
2745,Personal history of drug therapy
2746,Oral challenge test: positive to suspected substance
2747,New medication commenced in the last 48 hrs
2748,Recurrence after expossion to causative drug therapy
2749,Wheezing after NSAIDs intake
2750,Nasal discharge or congestion after NSAIDs intake
2751,Red eye after NSAIDs intake
2752,Aspirin bronchial provocation test
2753,Provocation with Aspirin POSITIVE
2754,Health Care Providers
2754,health professionals
2754,Health Personnel
2754,Medical personnel
